"climateSegment","speciesName","count"
"e Climate Segment "," Rubus roribaccus",0
"f Climate Segment "," Rubus roribaccus",1
"a Climate Segment "," Rubus rosa",3
"b Climate Segment "," Rubus rosa",0
"c Climate Segment "," Rubus rosa",0
"d Climate Segment "," Rubus rosa",0
"e Climate Segment "," Rubus rosa",2
"f Climate Segment "," Rubus rosa",0
"a Climate Segment "," Rubus steelei",2
"b Climate Segment "," Rubus steelei",2
"c Climate Segment "," Rubus steelei",0
"d Climate Segment "," Rubus steelei",0
"e Climate Segment "," Rubus steelei",0
"f Climate Segment "," Rubus steelei",0
"a Climate Segment "," Rubus wheeleri",1
"b Climate Segment "," Rubus wheeleri",0
"c Climate Segment "," Rubus wheeleri",0
"d Climate Segment "," Rubus wheeleri",0
"e Climate Segment "," Rubus wheeleri",0
"f Climate Segment "," Rubus wheeleri",0
"a Climate Segment "," Rudbeckia fulgida",5
"b Climate Segment "," Rudbeckia fulgida",5
"c Climate Segment "," Rudbeckia fulgida",5
"d Climate Segment "," Rudbeckia fulgida",2
"e Climate Segment "," Rudbeckia fulgida",3
"f Climate Segment "," Rudbeckia fulgida",4
"a Climate Segment "," Rudbeckia hirta",16
"b Climate Segment "," Rudbeckia hirta",10
"c Climate Segment "," Rudbeckia hirta",9
"d Climate Segment "," Rudbeckia hirta",9
"e Climate Segment "," Rudbeckia hirta",14
"f Climate Segment "," Rudbeckia hirta",6
"a Climate Segment "," Rudbeckia laciniata",12
"b Climate Segment "," Rudbeckia laciniata",13
"c Climate Segment "," Rudbeckia laciniata",12
"d Climate Segment "," Rudbeckia laciniata",7
"e Climate Segment "," Rudbeckia laciniata",5
"f Climate Segment "," Rudbeckia laciniata",4
"a Climate Segment "," Rudbeckia subtomentosa",6
"b Climate Segment "," Rudbeckia subtomentosa",3
"c Climate Segment "," Rudbeckia subtomentosa",0
"d Climate Segment "," Rudbeckia subtomentosa",1
"e Climate Segment "," Rudbeckia subtomentosa",1
"f Climate Segment "," Rudbeckia subtomentosa",3
"a Climate Segment "," Rudbeckia triloba",0
"b Climate Segment "," Rudbeckia triloba",9
"c Climate Segment "," Rudbeckia triloba",9
"d Climate Segment "," Rudbeckia triloba",7
"e Climate Segment "," Rudbeckia triloba",5
"f Climate Segment "," Rudbeckia triloba",2
"a Climate Segment "," Ruellia caroliniensis",0
"b Climate Segment "," Ruellia caroliniensis",0
"c Climate Segment "," Ruellia caroliniensis",0
"d Climate Segment "," Ruellia caroliniensis",0
"e Climate Segment "," Ruellia caroliniensis",5
"f Climate Segment "," Ruellia caroliniensis",3
"a Climate Segment "," Ruellia humilis",8
"b Climate Segment "," Ruellia humilis",5
"c Climate Segment "," Ruellia humilis",1
"d Climate Segment "," Ruellia humilis",4
"e Climate Segment "," Ruellia humilis",2
"f Climate Segment "," Ruellia humilis",4
"a Climate Segment "," Ruellia strepens",0
"b Climate Segment "," Ruellia strepens",7
"c Climate Segment "," Ruellia strepens",9
"d Climate Segment "," Ruellia strepens",6
"e Climate Segment "," Ruellia strepens",10
"f Climate Segment "," Ruellia strepens",6
"a Climate Segment "," Rumex altissimus",2
"b Climate Segment "," Rumex altissimus",5
"c Climate Segment "," Rumex altissimus",4
"d Climate Segment "," Rumex altissimus",3
"e Climate Segment "," Rumex altissimus",7
"f Climate Segment "," Rumex altissimus",2
"a Climate Segment "," Rumex britannica",10
"b Climate Segment "," Rumex britannica",5
"c Climate Segment "," Rumex britannica",1
"d Climate Segment "," Rumex britannica",0
"e Climate Segment "," Rumex britannica",0
"f Climate Segment "," Rumex britannica",0
"a Climate Segment "," Rumex triangulivalvis",0
"b Climate Segment "," Rumex triangulivalvis",2
"c Climate Segment "," Rumex triangulivalvis",0
"d Climate Segment "," Rumex triangulivalvis",1
"e Climate Segment "," Rumex triangulivalvis",1
"f Climate Segment "," Rumex triangulivalvis",4
"a Climate Segment "," Rumex verticillatus",7
"b Climate Segment "," Rumex verticillatus",8
"c Climate Segment "," Rumex verticillatus",3
"d Climate Segment "," Rumex verticillatus",3
"e Climate Segment "," Rumex verticillatus",6
"f Climate Segment "," Rumex verticillatus",4
"a Climate Segment "," Sabatia angularis",8
"b Climate Segment "," Sabatia angularis",2
"c Climate Segment "," Sabatia angularis",1
"d Climate Segment "," Sabatia angularis",6
"e Climate Segment "," Sabatia angularis",6
"f Climate Segment "," Sabatia angularis",4
"a Climate Segment "," Sabatia campanulata",0
"b Climate Segment "," Sabatia campanulata",0
"c Climate Segment "," Sabatia campanulata",0
"d Climate Segment "," Sabatia campanulata",1
"e Climate Segment "," Sabatia campanulata",0
"f Climate Segment "," Sabatia campanulata",0
"a Climate Segment "," Saccharum alopecuroides",0
"b Climate Segment "," Saccharum alopecuroides",0
"c Climate Segment "," Saccharum alopecuroides",0
"d Climate Segment "," Saccharum alopecuroides",0
"e Climate Segment "," Saccharum alopecuroides",0
"f Climate Segment "," Saccharum alopecuroides",2
"a Climate Segment "," Sagina decumbens",0
"b Climate Segment "," Sagina decumbens",0
"c Climate Segment "," Sagina decumbens",1
"d Climate Segment "," Sagina decumbens",3
"e Climate Segment "," Sagina decumbens",6
"f Climate Segment "," Sagina decumbens",3
"a Climate Segment "," Sagittaria australis",0
"b Climate Segment "," Sagittaria australis",0
"c Climate Segment "," Sagittaria australis",1
"d Climate Segment "," Sagittaria australis",3
"e Climate Segment "," Sagittaria australis",3
"f Climate Segment "," Sagittaria australis",2
"a Climate Segment "," Sagittaria brevirostra",5
"b Climate Segment "," Sagittaria brevirostra",4
"c Climate Segment "," Sagittaria brevirostra",3
"d Climate Segment "," Sagittaria brevirostra",2
"e Climate Segment "," Sagittaria brevirostra",0
"f Climate Segment "," Sagittaria brevirostra",2
"a Climate Segment "," Sagittaria cuneata",6
"b Climate Segment "," Sagittaria cuneata",2
"c Climate Segment "," Sagittaria cuneata",0
"d Climate Segment "," Sagittaria cuneata",0
"e Climate Segment "," Sagittaria cuneata",0
"f Climate Segment "," Sagittaria cuneata",0
"a Climate Segment "," Sagittaria graminea",7
"b Climate Segment "," Sagittaria graminea",3
"c Climate Segment "," Sagittaria graminea",0
"d Climate Segment "," Sagittaria graminea",1
"e Climate Segment "," Sagittaria graminea",0
"f Climate Segment "," Sagittaria graminea",1
"a Climate Segment "," Sagittaria latifolia",13
"b Climate Segment "," Sagittaria latifolia",12
"c Climate Segment "," Sagittaria latifolia",2
"d Climate Segment "," Sagittaria latifolia",5
"e Climate Segment "," Sagittaria latifolia",1
"f Climate Segment "," Sagittaria latifolia",1
"a Climate Segment "," Sagittaria montevidensis",0
"b Climate Segment "," Sagittaria montevidensis",0
"c Climate Segment "," Sagittaria montevidensis",1
"d Climate Segment "," Sagittaria montevidensis",2
"e Climate Segment "," Sagittaria montevidensis",6
"f Climate Segment "," Sagittaria montevidensis",2
"a Climate Segment "," Sagittaria rigida",6
"b Climate Segment "," Sagittaria rigida",2
"c Climate Segment "," Sagittaria rigida",0
"d Climate Segment "," Sagittaria rigida",0
"e Climate Segment "," Sagittaria rigida",0
"f Climate Segment "," Sagittaria rigida",0
"a Climate Segment "," Salix amygdaloides",12
"b Climate Segment "," Salix amygdaloides",4
"c Climate Segment "," Salix amygdaloides",5
"d Climate Segment "," Salix amygdaloides",0
"e Climate Segment "," Salix amygdaloides",0
"f Climate Segment "," Salix amygdaloides",0
"a Climate Segment "," Salix bebbiana",16
"b Climate Segment "," Salix bebbiana",4
"c Climate Segment "," Salix bebbiana",2
"d Climate Segment "," Salix bebbiana",0
"e Climate Segment "," Salix bebbiana",0
"f Climate Segment "," Salix bebbiana",0
"a Climate Segment "," Salix candida",9
"b Climate Segment "," Salix candida",1
"c Climate Segment "," Salix candida",0
"d Climate Segment "," Salix candida",0
"e Climate Segment "," Salix candida",0
"f Climate Segment "," Salix candida",0
"a Climate Segment "," Salix caroliniana",0
"b Climate Segment "," Salix caroliniana",0
"c Climate Segment "," Salix caroliniana",0
"d Climate Segment "," Salix caroliniana",0
"e Climate Segment "," Salix caroliniana",1
"f Climate Segment "," Salix caroliniana",2
"a Climate Segment "," Salix cordata",3
"b Climate Segment "," Salix cordata",0
"c Climate Segment "," Salix cordata",0
"d Climate Segment "," Salix cordata",0
"e Climate Segment "," Salix cordata",0
"f Climate Segment "," Salix cordata",0
"a Climate Segment "," Salix discolor",15
"b Climate Segment "," Salix discolor",10
"c Climate Segment "," Salix discolor",8
"d Climate Segment "," Salix discolor",7
"e Climate Segment "," Salix discolor",7
"f Climate Segment "," Salix discolor",0
"a Climate Segment "," Salix eriocephala",11
"b Climate Segment "," Salix eriocephala",9
"c Climate Segment "," Salix eriocephala",8
"d Climate Segment "," Salix eriocephala",4
"e Climate Segment "," Salix eriocephala",2
"f Climate Segment "," Salix eriocephala",0
"a Climate Segment "," Salix humilis",14
"b Climate Segment "," Salix humilis",3
"c Climate Segment "," Salix humilis",3
"d Climate Segment "," Salix humilis",3
"e Climate Segment "," Salix humilis",3
"f Climate Segment "," Salix humilis",4
"a Climate Segment "," Salix interior",17
"b Climate Segment "," Salix interior",12
"c Climate Segment "," Salix interior",10
"d Climate Segment "," Salix interior",11
"e Climate Segment "," Salix interior",9
"f Climate Segment "," Salix interior",5
"a Climate Segment "," Salix lucida",12
"b Climate Segment "," Salix lucida",5
"c Climate Segment "," Salix lucida",0
"d Climate Segment "," Salix lucida",0
"e Climate Segment "," Salix lucida",0
"f Climate Segment "," Salix lucida",0
"a Climate Segment "," Salix myricoides",5
"b Climate Segment "," Salix myricoides",1
"c Climate Segment "," Salix myricoides",0
"d Climate Segment "," Salix myricoides",0
"e Climate Segment "," Salix myricoides",0
"f Climate Segment "," Salix myricoides",0
"a Climate Segment "," Salix nigra",12
"b Climate Segment "," Salix nigra",6
"c Climate Segment "," Salix nigra",12
"d Climate Segment "," Salix nigra",5
"e Climate Segment "," Salix nigra",14
"f Climate Segment "," Salix nigra",6
"a Climate Segment "," Salix pedicellaris",7
"b Climate Segment "," Salix pedicellaris",2
"c Climate Segment "," Salix pedicellaris",1
"d Climate Segment "," Salix pedicellaris",0
"e Climate Segment "," Salix pedicellaris",0
"f Climate Segment "," Salix pedicellaris",0
"a Climate Segment "," Salix petiolaris",7
"b Climate Segment "," Salix petiolaris",4
"c Climate Segment "," Salix petiolaris",0
"d Climate Segment "," Salix petiolaris",0
"e Climate Segment "," Salix petiolaris",0
"f Climate Segment "," Salix petiolaris",0
"a Climate Segment "," Salix sericea",6
"b Climate Segment "," Salix sericea",8
"c Climate Segment "," Salix sericea",7
"d Climate Segment "," Salix sericea",7
"e Climate Segment "," Salix sericea",10
"f Climate Segment "," Salix sericea",3
"a Climate Segment "," Salix serissima",3
"b Climate Segment "," Salix serissima",0
"c Climate Segment "," Salix serissima",0
"d Climate Segment "," Salix serissima",0
"e Climate Segment "," Salix serissima",0
"f Climate Segment "," Salix serissima",0
"a Climate Segment "," Salvia lyrata",0
"b Climate Segment "," Salvia lyrata",0
"c Climate Segment "," Salvia lyrata",0
"d Climate Segment "," Salvia lyrata",0
"e Climate Segment "," Salvia lyrata",10
"f Climate Segment "," Salvia lyrata",4
"a Climate Segment "," Sambucus canadensis",15
"b Climate Segment "," Sambucus canadensis",11
"c Climate Segment "," Sambucus canadensis",15
"d Climate Segment "," Sambucus canadensis",10
"e Climate Segment "," Sambucus canadensis",14
"f Climate Segment "," Sambucus canadensis",4
"a Climate Segment "," Sambucus racemosa",8
"b Climate Segment "," Sambucus racemosa",1
"c Climate Segment "," Sambucus racemosa",0
"d Climate Segment "," Sambucus racemosa",0
"e Climate Segment "," Sambucus racemosa",0
"f Climate Segment "," Sambucus racemosa",0
"a Climate Segment "," Samolus parviflorus",1
"b Climate Segment "," Samolus parviflorus",5
"c Climate Segment "," Samolus parviflorus",6
"d Climate Segment "," Samolus parviflorus",3
"e Climate Segment "," Samolus parviflorus",11
"f Climate Segment "," Samolus parviflorus",6
"a Climate Segment "," Sanguinaria canadensis",8
"b Climate Segment "," Sanguinaria canadensis",11
"c Climate Segment "," Sanguinaria canadensis",15
"d Climate Segment "," Sanguinaria canadensis",8
"e Climate Segment "," Sanguinaria canadensis",10
"f Climate Segment "," Sanguinaria canadensis",3
"a Climate Segment "," Sanguisorba canadensis",0
"b Climate Segment "," Sanguisorba canadensis",1
"c Climate Segment "," Sanguisorba canadensis",0
"d Climate Segment "," Sanguisorba canadensis",1
"e Climate Segment "," Sanguisorba canadensis",0
"f Climate Segment "," Sanguisorba canadensis",0
"a Climate Segment "," Sanicula canadensis",9
"b Climate Segment "," Sanicula canadensis",12
"c Climate Segment "," Sanicula canadensis",18
"d Climate Segment "," Sanicula canadensis",13
"e Climate Segment "," Sanicula canadensis",16
"f Climate Segment "," Sanicula canadensis",7
"a Climate Segment "," Sanicula marilandica",11
"b Climate Segment "," Sanicula marilandica",5
"c Climate Segment "," Sanicula marilandica",1
"d Climate Segment "," Sanicula marilandica",0
"e Climate Segment "," Sanicula marilandica",0
"f Climate Segment "," Sanicula marilandica",0
"a Climate Segment "," Sanicula odorata",9
"b Climate Segment "," Sanicula odorata",7
"c Climate Segment "," Sanicula odorata",7
"d Climate Segment "," Sanicula odorata",3
"e Climate Segment "," Sanicula odorata",3
"f Climate Segment "," Sanicula odorata",4
"a Climate Segment "," Sanicula trifoliata",7
"b Climate Segment "," Sanicula trifoliata",8
"c Climate Segment "," Sanicula trifoliata",8
"d Climate Segment "," Sanicula trifoliata",4
"e Climate Segment "," Sanicula trifoliata",6
"f Climate Segment "," Sanicula trifoliata",0
"a Climate Segment "," Sarracenia purpurea",9
"b Climate Segment "," Sarracenia purpurea",3
"c Climate Segment "," Sarracenia purpurea",1
"d Climate Segment "," Sarracenia purpurea",0
"e Climate Segment "," Sarracenia purpurea",0
"f Climate Segment "," Sarracenia purpurea",0
"a Climate Segment "," Sassafras albidum",14
"b Climate Segment "," Sassafras albidum",9
"c Climate Segment "," Sassafras albidum",6
"d Climate Segment "," Sassafras albidum",5
"e Climate Segment "," Sassafras albidum",8
"f Climate Segment "," Sassafras albidum",6
"a Climate Segment "," Saururus cernuus",7
"b Climate Segment "," Saururus cernuus",3
"c Climate Segment "," Saururus cernuus",3
"d Climate Segment "," Saururus cernuus",7
"e Climate Segment "," Saururus cernuus",6
"f Climate Segment "," Saururus cernuus",5
"a Climate Segment "," Sceptridium dissectum",3
"b Climate Segment "," Sceptridium dissectum",3
"c Climate Segment "," Sceptridium dissectum",4
"d Climate Segment "," Sceptridium dissectum",3
"e Climate Segment "," Sceptridium dissectum",7
"f Climate Segment "," Sceptridium dissectum",3
"a Climate Segment "," Sceptridium oneidense",2
"b Climate Segment "," Sceptridium oneidense",1
"c Climate Segment "," Sceptridium oneidense",0
"d Climate Segment "," Sceptridium oneidense",0
"e Climate Segment "," Sceptridium oneidense",0
"f Climate Segment "," Sceptridium oneidense",0
"a Climate Segment "," Scheuchzeria palustris",2
"b Climate Segment "," Scheuchzeria palustris",0
"c Climate Segment "," Scheuchzeria palustris",0
"d Climate Segment "," Scheuchzeria palustris",0
"e Climate Segment "," Scheuchzeria palustris",0
"f Climate Segment "," Scheuchzeria palustris",0
"a Climate Segment "," Schizachne purpurascens",0
"b Climate Segment "," Schizachne purpurascens",1
"c Climate Segment "," Schizachne purpurascens",0
"d Climate Segment "," Schizachne purpurascens",0
"e Climate Segment "," Schizachne purpurascens",0
"f Climate Segment "," Schizachne purpurascens",0
"a Climate Segment "," Schizachyrium scoparium",16
"b Climate Segment "," Schizachyrium scoparium",8
"c Climate Segment "," Schizachyrium scoparium",4
