"","climateSegment","speciesName","count"
"9857","e Climate Segment "," Symphyotrichum undulatum",3
"9858","f Climate Segment "," Symphyotrichum undulatum",3
"9883","a Climate Segment "," Taxodium distichum",0
"9884","b Climate Segment "," Taxodium distichum",0
"9885","c Climate Segment "," Taxodium distichum",0
"9886","d Climate Segment "," Taxodium distichum",0
"9887","e Climate Segment "," Taxodium distichum",1
"9888","f Climate Segment "," Taxodium distichum",2
"9895","a Climate Segment "," Tephrosia virginiana",14
"9896","b Climate Segment "," Tephrosia virginiana",2
"9897","c Climate Segment "," Tephrosia virginiana",0
"9898","d Climate Segment "," Tephrosia virginiana",3
"9899","e Climate Segment "," Tephrosia virginiana",6
"9900","f Climate Segment "," Tephrosia virginiana",3
"9919","a Climate Segment "," Thalictrum pubescens",0
"9920","b Climate Segment "," Thalictrum pubescens",0
"9921","c Climate Segment "," Thalictrum pubescens",0
"9922","d Climate Segment "," Thalictrum pubescens",0
"9923","e Climate Segment "," Thalictrum pubescens",1
"9924","f Climate Segment "," Thalictrum pubescens",4
"9973","a Climate Segment "," Thyrsanthella difformis",0
"9974","b Climate Segment "," Thyrsanthella difformis",0
"9975","c Climate Segment "," Thyrsanthella difformis",0
"9976","d Climate Segment "," Thyrsanthella difformis",0
"9977","e Climate Segment "," Thyrsanthella difformis",0
"9978","f Climate Segment "," Thyrsanthella difformis",2
"9985","a Climate Segment "," Tipularia discolor",0
"9986","b Climate Segment "," Tipularia discolor",0
"9987","c Climate Segment "," Tipularia discolor",0
"9988","d Climate Segment "," Tipularia discolor",0
"9989","e Climate Segment "," Tipularia discolor",5
"9990","f Climate Segment "," Tipularia discolor",2
"9991","a Climate Segment "," Torreyochloa pallida",5
"9992","b Climate Segment "," Torreyochloa pallida",0
"9993","c Climate Segment "," Torreyochloa pallida",0
"9994","d Climate Segment "," Torreyochloa pallida",0
"9995","e Climate Segment "," Torreyochloa pallida",0
"9996","f Climate Segment "," Torreyochloa pallida",0
"10021","a Climate Segment "," Tradescantia ohiensis",16
"10022","b Climate Segment "," Tradescantia ohiensis",5
"10023","c Climate Segment "," Tradescantia ohiensis",0
"10024","d Climate Segment "," Tradescantia ohiensis",1
"10025","e Climate Segment "," Tradescantia ohiensis",1
"10026","f Climate Segment "," Tradescantia ohiensis",2
"10027","a Climate Segment "," Tradescantia subaspera",0
"10028","b Climate Segment "," Tradescantia subaspera",11
"10029","c Climate Segment "," Tradescantia subaspera",11
"10030","d Climate Segment "," Tradescantia subaspera",7
"10031","e Climate Segment "," Tradescantia subaspera",10
"10032","f Climate Segment "," Tradescantia subaspera",6
"10033","a Climate Segment "," Tradescantia virginiana",1
"10034","b Climate Segment "," Tradescantia virginiana",6
"10035","c Climate Segment "," Tradescantia virginiana",5
"10036","d Climate Segment "," Tradescantia virginiana",9
"10037","e Climate Segment "," Tradescantia virginiana",11
"10038","f Climate Segment "," Tradescantia virginiana",5
"10039","a Climate Segment "," Tragia cordata",0
"10040","b Climate Segment "," Tragia cordata",0
"10041","c Climate Segment "," Tragia cordata",0
"10042","d Climate Segment "," Tragia cordata",0
"10043","e Climate Segment "," Tragia cordata",3
"10044","f Climate Segment "," Tragia cordata",2
"10045","a Climate Segment "," Triadenum fraseri",8
"10046","b Climate Segment "," Triadenum fraseri",3
"10047","c Climate Segment "," Triadenum fraseri",0
"10048","d Climate Segment "," Triadenum fraseri",0
"10049","e Climate Segment "," Triadenum fraseri",0
"10050","f Climate Segment "," Triadenum fraseri",0
"10051","a Climate Segment "," Triadenum tubulosum",0
"10052","b Climate Segment "," Triadenum tubulosum",0
"10053","c Climate Segment "," Triadenum tubulosum",0
"10054","d Climate Segment "," Triadenum tubulosum",0
"10055","e Climate Segment "," Triadenum tubulosum",5
"10056","f Climate Segment "," Triadenum tubulosum",3
"10069","a Climate Segment "," Triantha glutinosa",6
"10070","b Climate Segment "," Triantha glutinosa",1
"10071","c Climate Segment "," Triantha glutinosa",0
"10072","d Climate Segment "," Triantha glutinosa",0
"10073","e Climate Segment "," Triantha glutinosa",0
"10074","f Climate Segment "," Triantha glutinosa",0
"10087","a Climate Segment "," Tridens flavus",4
"10088","b Climate Segment "," Tridens flavus",5
"10089","c Climate Segment "," Tridens flavus",4
"10090","d Climate Segment "," Tridens flavus",7
"10091","e Climate Segment "," Tridens flavus",13
"10092","f Climate Segment "," Tridens flavus",7
"10093","a Climate Segment "," Trifolium reflexum",0
"10094","b Climate Segment "," Trifolium reflexum",0
"10095","c Climate Segment "," Trifolium reflexum",0
"10096","d Climate Segment "," Trifolium reflexum",1
"10097","e Climate Segment "," Trifolium reflexum",1
"10098","f Climate Segment "," Trifolium reflexum",2
"10099","a Climate Segment "," Triglochin maritima",7
"10100","b Climate Segment "," Triglochin maritima",1
"10101","c Climate Segment "," Triglochin maritima",0
"10102","d Climate Segment "," Triglochin maritima",0
"10103","e Climate Segment "," Triglochin maritima",0
"10104","f Climate Segment "," Triglochin maritima",0
"10141","a Climate Segment "," Trillium sessile",3
"10142","b Climate Segment "," Trillium sessile",9
"10143","c Climate Segment "," Trillium sessile",13
"10144","d Climate Segment "," Trillium sessile",1
"10145","e Climate Segment "," Trillium sessile",11
"10146","f Climate Segment "," Trillium sessile",1
"10153","a Climate Segment "," Triosteum angustifolium",0
"10154","b Climate Segment "," Triosteum angustifolium",0
"10155","c Climate Segment "," Triosteum angustifolium",0
"10156","d Climate Segment "," Triosteum angustifolium",4
"10157","e Climate Segment "," Triosteum angustifolium",10
"10158","f Climate Segment "," Triosteum angustifolium",4
"10183","a Climate Segment "," Tripsacum dactyloides",0
"10184","b Climate Segment "," Tripsacum dactyloides",0
"10185","c Climate Segment "," Tripsacum dactyloides",0
"10186","d Climate Segment "," Tripsacum dactyloides",0
"10187","e Climate Segment "," Tripsacum dactyloides",0
"10188","f Climate Segment "," Tripsacum dactyloides",2
"10207","a Climate Segment "," Ulmus alata",0
"10208","b Climate Segment "," Ulmus alata",0
"10209","c Climate Segment "," Ulmus alata",0
"10210","d Climate Segment "," Ulmus alata",1
"10211","e Climate Segment "," Ulmus alata",3
"10212","f Climate Segment "," Ulmus alata",6
"10243","a Climate Segment "," Utricularia gibba",7
"10244","b Climate Segment "," Utricularia gibba",4
"10245","c Climate Segment "," Utricularia gibba",0
"10246","d Climate Segment "," Utricularia gibba",1
"10247","e Climate Segment "," Utricularia gibba",0
"10248","f Climate Segment "," Utricularia gibba",0
"10249","a Climate Segment "," Utricularia intermedia",5
"10250","b Climate Segment "," Utricularia intermedia",0
"10251","c Climate Segment "," Utricularia intermedia",0
"10252","d Climate Segment "," Utricularia intermedia",0
"10253","e Climate Segment "," Utricularia intermedia",0
"10254","f Climate Segment "," Utricularia intermedia",0
"10255","a Climate Segment "," Utricularia macrorhiza",8
"10256","b Climate Segment "," Utricularia macrorhiza",3
"10257","c Climate Segment "," Utricularia macrorhiza",0
"10258","d Climate Segment "," Utricularia macrorhiza",0
"10259","e Climate Segment "," Utricularia macrorhiza",0
"10260","f Climate Segment "," Utricularia macrorhiza",0
"10291","a Climate Segment "," Uvularia sessilifolia",0
"10292","b Climate Segment "," Uvularia sessilifolia",0
"10293","c Climate Segment "," Uvularia sessilifolia",0
"10294","d Climate Segment "," Uvularia sessilifolia",0
"10295","e Climate Segment "," Uvularia sessilifolia",7
"10296","f Climate Segment "," Uvularia sessilifolia",2
"10297","a Climate Segment "," Vaccinium angustifolium",11
"10298","b Climate Segment "," Vaccinium angustifolium",1
"10299","c Climate Segment "," Vaccinium angustifolium",0
"10300","d Climate Segment "," Vaccinium angustifolium",0
"10301","e Climate Segment "," Vaccinium angustifolium",0
"10302","f Climate Segment "," Vaccinium angustifolium",0
"10303","a Climate Segment "," Vaccinium arboreum",0
"10304","b Climate Segment "," Vaccinium arboreum",0
"10305","c Climate Segment "," Vaccinium arboreum",0
"10306","d Climate Segment "," Vaccinium arboreum",1
"10307","e Climate Segment "," Vaccinium arboreum",0
"10308","f Climate Segment "," Vaccinium arboreum",2
"10309","a Climate Segment "," Vaccinium corymbosum",11
"10310","b Climate Segment "," Vaccinium corymbosum",3
"10311","c Climate Segment "," Vaccinium corymbosum",0
"10312","d Climate Segment "," Vaccinium corymbosum",0
"10313","e Climate Segment "," Vaccinium corymbosum",0
"10314","f Climate Segment "," Vaccinium corymbosum",0
"10315","a Climate Segment "," Vaccinium macrocarpon",8
"10316","b Climate Segment "," Vaccinium macrocarpon",2
"10317","c Climate Segment "," Vaccinium macrocarpon",1
"10318","d Climate Segment "," Vaccinium macrocarpon",0
"10319","e Climate Segment "," Vaccinium macrocarpon",0
"10320","f Climate Segment "," Vaccinium macrocarpon",0
"10339","a Climate Segment "," Vaccinium stamineum",0
"10340","b Climate Segment "," Vaccinium stamineum",0
"10341","c Climate Segment "," Vaccinium stamineum",1
"10342","d Climate Segment "," Vaccinium stamineum",2
"10343","e Climate Segment "," Vaccinium stamineum",7
"10344","f Climate Segment "," Vaccinium stamineum",3
"10351","a Climate Segment "," Valeriana pauciflora",0
"10352","b Climate Segment "," Valeriana pauciflora",9
"10353","c Climate Segment "," Valeriana pauciflora",10
"10354","d Climate Segment "," Valeriana pauciflora",6
"10355","e Climate Segment "," Valeriana pauciflora",9
"10356","f Climate Segment "," Valeriana pauciflora",1
"10369","a Climate Segment "," Vallisneria americana",7
"10370","b Climate Segment "," Vallisneria americana",2
"10371","c Climate Segment "," Vallisneria americana",0
"10372","d Climate Segment "," Vallisneria americana",1
"10373","e Climate Segment "," Vallisneria americana",0
"10374","f Climate Segment "," Vallisneria americana",0
"10423","a Climate Segment "," Verbesina helianthoides",0
"10424","b Climate Segment "," Verbesina helianthoides",0
"10425","c Climate Segment "," Verbesina helianthoides",0
"10426","d Climate Segment "," Verbesina helianthoides",6
"10427","e Climate Segment "," Verbesina helianthoides",5
"10428","f Climate Segment "," Verbesina helianthoides",4
"10435","a Climate Segment "," Vernonia gigantea",1
"10436","b Climate Segment "," Vernonia gigantea",14
"10437","c Climate Segment "," Vernonia gigantea",13
"10438","d Climate Segment "," Vernonia gigantea",6
"10439","e Climate Segment "," Vernonia gigantea",9
"10440","f Climate Segment "," Vernonia gigantea",6
"10441","a Climate Segment "," Vernonia missurica",13
"10442","b Climate Segment "," Vernonia missurica",1
"10443","c Climate Segment "," Vernonia missurica",0
"10444","d Climate Segment "," Vernonia missurica",1
"10445","e Climate Segment "," Vernonia missurica",0
"10446","f Climate Segment "," Vernonia missurica",0
"10465","a Climate Segment "," Veronica scutellata",11
"10466","b Climate Segment "," Veronica scutellata",4
"10467","c Climate Segment "," Veronica scutellata",3
"10468","d Climate Segment "," Veronica scutellata",0
"10469","e Climate Segment "," Veronica scutellata",0
"10470","f Climate Segment "," Veronica scutellata",0
"10477","a Climate Segment "," Veronicastrum virginicum",16
"10478","b Climate Segment "," Veronicastrum virginicum",8
"10479","c Climate Segment "," Veronicastrum virginicum",3
"10480","d Climate Segment "," Veronicastrum virginicum",2
"10481","e Climate Segment "," Veronicastrum virginicum",2
"10482","f Climate Segment "," Veronicastrum virginicum",7
"10495","a Climate Segment "," Viburnum dentatum",0
"10496","b Climate Segment "," Viburnum dentatum",2
"10497","c Climate Segment "," Viburnum dentatum",5
"10498","d Climate Segment "," Viburnum dentatum",5
"10499","e Climate Segment "," Viburnum dentatum",9
"10500","f Climate Segment "," Viburnum dentatum",3
"10501","a Climate Segment "," Viburnum lentago",11
"10502","b Climate Segment "," Viburnum lentago",9
"10503","c Climate Segment "," Viburnum lentago",3
"10504","d Climate Segment "," Viburnum lentago",1
"10505","e Climate Segment "," Viburnum lentago",0
"10506","f Climate Segment "," Viburnum lentago",0
"10519","a Climate Segment "," Viburnum rafinesquianum",7
"10520","b Climate Segment "," Viburnum rafinesquianum",6
"10521","c Climate Segment "," Viburnum rafinesquianum",3
"10522","d Climate Segment "," Viburnum rafinesquianum",0
"10523","e Climate Segment "," Viburnum rafinesquianum",0
"10524","f Climate Segment "," Viburnum rafinesquianum",0
"10525","a Climate Segment "," Viburnum rufidulum",0
"10526","b Climate Segment "," Viburnum rufidulum",0
"10527","c Climate Segment "," Viburnum rufidulum",0
"10528","d Climate Segment "," Viburnum rufidulum",2
"10529","e Climate Segment "," Viburnum rufidulum",8
"10530","f Climate Segment "," Viburnum rufidulum",2
"10537","a Climate Segment "," Vicia americana",7
"10538","b Climate Segment "," Vicia americana",0
"10539","c Climate Segment "," Vicia americana",0
"10540","d Climate Segment "," Vicia americana",0
"10541","e Climate Segment "," Vicia americana",0
"10542","f Climate Segment "," Vicia americana",0
"10543","a Climate Segment "," Vicia caroliniana",10
"10544","b Climate Segment "," Vicia caroliniana",2
"10545","c Climate Segment "," Vicia caroliniana",0
"10546","d Climate Segment "," Vicia caroliniana",1
"10547","e Climate Segment "," Vicia caroliniana",3
"10548","f Climate Segment "," Vicia caroliniana",1
"10567","a Climate Segment "," Viola canadensis",7
"10568","b Climate Segment "," Viola canadensis",1
"10569","c Climate Segment "," Viola canadensis",0
"10570","d Climate Segment "," Viola canadensis",0
"10571","e Climate Segment "," Viola canadensis",4
"10572","f Climate Segment "," Viola canadensis",0
"10585","a Climate Segment "," Viola labradorica",6
"10586","b Climate Segment "," Viola labradorica",3
"10587","c Climate Segment "," Viola labradorica",0
"10588","d Climate Segment "," Viola labradorica",0
"10589","e Climate Segment "," Viola labradorica",0
"10590","f Climate Segment "," Viola labradorica",0
"10591","a Climate Segment "," Viola lanceolata",10
"10592","b Climate Segment "," Viola lanceolata",1
"10593","c Climate Segment "," Viola lanceolata",0
"10594","d Climate Segment "," Viola lanceolata",1
"10595","e Climate Segment "," Viola lanceolata",0
"10596","f Climate Segment "," Viola lanceolata",1
"10615","a Climate Segment "," Viola palmata",0
"10616","b Climate Segment "," Viola palmata",2
"10617","c Climate Segment "," Viola palmata",8
"10618","d Climate Segment "," Viola palmata",8
"10619","e Climate Segment "," Viola palmata",11
"10620","f Climate Segment "," Viola palmata",3
"10621","a Climate Segment "," Viola pedata",11
"10622","b Climate Segment "," Viola pedata",2
"10623","c Climate Segment "," Viola pedata",0
"10624","d Climate Segment "," Viola pedata",1
"10625","e Climate Segment "," Viola pedata",1
"10626","f Climate Segment "," Viola pedata",2
"10651","a Climate Segment "," Viola sagittata",8
"10652","b Climate Segment "," Viola sagittata",0
"10653","c Climate Segment "," Viola sagittata",0
"10654","d Climate Segment "," Viola sagittata",2
"10655","e Climate Segment "," Viola sagittata",2
"10656","f Climate Segment "," Viola sagittata",0
"10675","a Climate Segment "," Vitis aestivalis",10
"10676","b Climate Segment "," Vitis aestivalis",3
"10677","c Climate Segment "," Vitis aestivalis",2
"10678","d Climate Segment "," Vitis aestivalis",6
"10679","e Climate Segment "," Vitis aestivalis",13
"10680","f Climate Segment "," Vitis aestivalis",5
"10687","a Climate Segment "," Vitis labrusca",6
"10688","b Climate Segment "," Vitis labrusca",0
"10689","c Climate Segment "," Vitis labrusca",0
